title,DOI,year,screening-phase,decision,exclusion_reason,other_comments,source_database,duplicate_info,authors,abstract,url,venue
Biodegradable electronic materials for promoting sustainability in next-generation electronics - a comprehensive review,10.1007/s43939-025-00381-w,2025,t,x,X4,,Springer Link,,Milon Selvam DennisonKirubanidhi Jebabalan. SAravind SamrajOmar Suliman ZaroogTitus WanazusiAbisha Meji M.N. Rajamani,,https://link.springer.com/article/10.1007/s43939-025-00381-w,Discover Materials
Applications of MXenes in human-like sensors and actuators,10.1007/s12274-022-5272-8,2022,t,x,X4,,Springer Link,,Jinbo PangSongang PengChongyang HouXiao WangTing WangYu CaoWeijia ZhouDing SunKai WangMark H. RümmeliGianaurelio CunibertiHong Liu,,https://link.springer.com/article/10.1007/s12274-022-5272-8,Nano Research
Geoobjects and Reference Systems,10.1007/978-3-662-65758-4_4,2023,t,x,X4,,Springer Link,,Norbert de Lange,,https://link.springer.com/chapter/10.1007/978-3-662-65758-4_4,Geoinformatics in Theory and Practice
Thermal Object Detection Using Yolov3 and Spatial Pyramid Pooling,10.1007/978-981-33-4087-9_46,2021,a,x,X4,FLIR dataset has no UAV thermal object detection,Springer Link,,Sachin KumarDeepak Gaur,,https://link.springer.com/chapter/10.1007/978-981-33-4087-9_46,Proceedings of International Conference on Machine Intelligence and Data Science Applications
Artificial Intelligence and International Security,10.1007/978-3-030-74420-5_11,2021,t,x,X4,,Springer Link,,Nitin AgarwalaRana Divyank Chaudhary,,https://link.springer.com/chapter/10.1007/978-3-030-74420-5_11,Towards an International Political Economy of Artificial Intelligence
Rapid thin-layer WS<sub>2</sub> detection based on monochromatic illumination photographs,10.1007/s12274-020-3122-0,2020,t,x,X4,,Springer Link,,Xiangmin HuCuicui QiuDameng Liu,,https://link.springer.com/article/10.1007/s12274-020-3122-0,Nano Research
A hybrid flexible gas sensory system with perceptual learning,10.1007/s12274-021-3496-7,2021,t,x,X4,,Springer Link,,Qifeng LuFuqin SunYanbing DaiYingyi WangLin LiuZihao WangShuqi WangTing Zhang,,https://link.springer.com/article/10.1007/s12274-021-3496-7,Nano Research
Towards silicon photonic neural networks for artificial intelligence,10.1007/s11432-020-2872-3,2020,t,x,X4,,Springer Link,,Bowen BaiHaowen ShuXingjun WangWeiwen Zou,,https://link.springer.com/article/10.1007/s11432-020-2872-3,Science China Information Sciences
Future Technology and Research Trends in Automotive Sensing,10.1007/978-3-031-06780-8_6,2023,t,x,X4,,Springer Link,,Paul SchmalenbergJae S. LeeSean P. RodriguesDanil Prokhorov,,https://link.springer.com/chapter/10.1007/978-3-031-06780-8_6,AI-enabled Technologies for Autonomous and Connected Vehicles
A dynamic image encryption scheme using a memristive quantum-inspired chaotic system and Golden Jackal optimization,10.1007/s13198-025-03102-x,2025,t,x,X4,,Springer Link,,B. Sakthi KumarR. Revathi,,https://link.springer.com/article/10.1007/s13198-025-03102-x,International Journal of System Assurance Engineering and Management
AI Makes Crypto Evolve,10.1007/978-3-031-44807-2_3,2023,t,x,X4,,Springer Link,,Behrouz ZolfaghariHamid NematiNaoto YanaiKhodakhast Bibak,,https://link.springer.com/chapter/10.1007/978-3-031-44807-2_3,Crypto and AI
Chaos and firing patterns in a discrete fractional Hopfield neural network model,10.1007/s11071-023-08972-z,2023,t,x,X4,,Springer Link,,Shaobo HeD. VigneshLamberto RondoniSanto Banerjee,,https://link.springer.com/article/10.1007/s11071-023-08972-z,Nonlinear Dynamics
Identification of genomic enhancers through spatial integration of single‐cell transcriptomics and epigenomics,10.15252/msb.20209438,2020,t,x,X4,,Springer Link,,Carmen Bravo González‐BlasXiao‐Jiang QuanRamon Duran‐RomañaIbrahim Ihsan TaskiranDuygu KoldereKristofer DavieValerie ChristiaensSamira MakhzamiGert HulselmansMaxime de WaegeneerDavid MauduitSuresh PoovathingalSara AibarStein Aerts,,https://link.springer.com/article/10.15252/msb.20209438,Molecular Systems Biology
AI Governance for a Prosperous Future,10.1007/978-3-031-09245-9_3,2023,t,x,X4,,Springer Link,,Alexander Vocelka,,https://link.springer.com/chapter/10.1007/978-3-031-09245-9_3,Responsible Artificial Intelligence
Implementation of Memristor Towards Better Hardware/Software Security Design,10.1007/s42341-020-00269-x,2021,t,x,X4,,Springer Link,,Jeetendra Singh,,https://link.springer.com/article/10.1007/s42341-020-00269-x,Transactions on Electrical and Electronic Materials
Emerging Internet of Things driven carbon nanotubes-based devices,10.1007/s12274-021-3986-7,2022,t,x,X4,,Springer Link,,Shu ZhangJinbo PangYufen LiFeng YangThomas GemmingKai WangXiao WangSongang PengXiaoyan LiuBin ChangHong LiuWeijia ZhouGianaurelio CunibertiMark H. Rümmeli,,https://link.springer.com/article/10.1007/s12274-021-3986-7,Nano Research
PCA-RECT: An Energy-Efficient Object Detection Approach for Event Cameras,10.1007/978-3-030-21074-8_35,2019,f,x,X4,"Mnist, n-caltech dataset, no uav detection",Springer Link,,Bharath RameshAndrés UssaLuca Della VedovaHong YangGarrick Orchard,,https://link.springer.com/chapter/10.1007/978-3-030-21074-8_35,Computer Vision – ACCV 2018 Workshops
The business of building brains,10.1038/s41928-020-0449-1,2020,t,x,X4,,Springer Link,,Sunny Bains,,https://link.springer.com/article/10.1038/s41928-020-0449-1,Nature Electronics
"Vision, application scenarios, and key technology trends for 6G mobile communications",10.1007/s11432-021-3351-5,2022,t,x,X4,,Springer Link,,Zhiqin WangYing DuKejun WeiKaifeng HanXiaoyan XuGuiming WeiWen TongPeiying ZhuJianglei MaJun WangGuangjian WangXueqiang YanJiying XiangHe HuangRuyue LiXinhui WangYingmin WangShaohui SunShiqiang SuoQiubin GaoXin Su,,https://link.springer.com/article/10.1007/s11432-021-3351-5,Science China Information Sciences
Additive neural network for forest fire detection,10.1007/s11760-019-01600-7,2019,t,x,X4,,Springer Link,,Hongyi PanDiaa BadawiXi ZhangAhmet Enis Cetin,,https://link.springer.com/article/10.1007/s11760-019-01600-7,"Signal, Image and Video Processing"
A comparative analysis of localization algorithms for visible light communication,10.1007/s11082-021-02751-z,2021,t,x,X4,,Springer Link,,Mohamed A. DawoodSally S. SalehEl-Sayed A. El-BadawyMoustafa H. Aly,,https://link.springer.com/article/10.1007/s11082-021-02751-z,Optical and Quantum Electronics
Sensing the future of bio-informational engineering,10.1038/s41467-020-20764-2,2021,t,x,X4,,Springer Link,,Thomas A. DixonThomas C. WilliamsIsak S. Pretorius,,https://link.springer.com/article/10.1038/s41467-020-20764-2,Nature Communications
"6G CloudNet: Towards a Distributed, Autonomous, and Federated AI-Enabled Cloud and Edge Computing",10.1007/978-3-030-72777-2_13,2021,t,x,X4,,Springer Link,,Isiaka A. AlimiRomil K. PatelAziza ZaougaNelson J. MugaArmando N. PintoAntónio L. TeixeiraPaulo P. Monteiro,,https://link.springer.com/chapter/10.1007/978-3-030-72777-2_13,6G Mobile Wireless Networks
Characteristics of Changes in Karst Rocky Desertification in Southtern and Western China and Driving Mechanisms,10.1007/s11769-021-1243-3,2021,t,x,X4,,Springer Link,,Guoshuang ChongYue HaiHua ZhengWeihua XuZhiyun Ouyang,,https://link.springer.com/article/10.1007/s11769-021-1243-3,Chinese Geographical Science
"Comprehensive review of MAX phase and MXene materials: synthesis, properties, and applications",10.1007/s42823-025-00979-3,2025,t,x,X4,,Springer Link,,C. B. SubbaD. P. RaiMukhriddin E. TursunovAvazbek T. DekhkonovZ. Pachuau,,https://link.springer.com/article/10.1007/s42823-025-00979-3,Carbon Letters
The Future of AI or AI for the Future,10.1007/978-3-030-64246-4_3,2020,t,x,X4,,Springer Link,,Eunika Mercier-Laurent,,https://link.springer.com/chapter/10.1007/978-3-030-64246-4_3,Unimagined Futures – ICT Opportunities and Challenges
Technology-Led Disruptions and Innovations: The Trends Transforming Urban Mobility,10.1007/978-3-030-69698-6_51,2021,t,x,X4,,Springer Link,Count: 2 | Sources: Springer Link,Hussein DiaSaeed BagloeeHadi Ghaderi,,https://link.springer.com/rwe/10.1007/978-3-030-69698-6_51,Handbook of Smart Cities
Global phylogeography of a pantropical mangrove genus <i>Rhizophora</i>,10.1038/s41598-021-85844-9,2021,t,x,X4,,Springer Link,,Koji TakayamaYoichi TateishiTadashi Kajita,,https://link.springer.com/article/10.1038/s41598-021-85844-9,Scientific Reports
Continuous Network Information Technology Development,10.1007/978-981-15-4043-1_2,2020,t,x,X4,,Springer Link,,Chinese Academy of Cyberspace Studies,,https://link.springer.com/chapter/10.1007/978-981-15-4043-1_2,China Internet Development Report 2018
Modelling <i>Drosophila</i> motion vision pathways for decoding the direction of translating objects against cluttered moving backgrounds,10.1007/s00422-020-00841-x,2020,f,x,X4,,Springer Link,,Qinbing FuShigang Yue,,https://link.springer.com/article/10.1007/s00422-020-00841-x,Biological Cybernetics
Hybrid Intelligent Networks,10.1007/978-3-030-02161-0_1,2019,t,x,X4,,Springer Link,,Zhi-Hong GuanBin HuXuemin (Sherman) Shen,,https://link.springer.com/chapter/10.1007/978-3-030-02161-0_1,Introduction to Hybrid Intelligent Networks
Potential key technologies for 6G mobile communications,10.1007/s11432-019-2789-y,2020,t,x,X4,,Springer Link,,Yifei YuanYajun ZhaoBaiqing ZongSergio Parolari,,https://link.springer.com/article/10.1007/s11432-019-2789-y,Science China Information Sciences
Digital Earth Challenges and Future Trends,10.1007/978-981-32-9915-3_26,2020,t,x,X4,,Springer Link,,John van GenderenMichael F. GoodchildHuadong GuoChaowei YangStefano NativiLizhe WangCuizhen Wang,,https://link.springer.com/chapter/10.1007/978-981-32-9915-3_26,Manual of Digital Earth
Embedded Vision Systems: A Review of&#xa0;the Literature,10.1007/978-3-319-78890-6_17,2018,a,x,X4,,Springer Link,,Deepayan BhowmikKofi Appiah,,https://link.springer.com/chapter/10.1007/978-3-319-78890-6_17,"Applied Reconfigurable Computing. Architectures, Tools, and Applications"
Naturelike Technologies: New Opportunities and New Challenges,10.1134/S1019331619020102,2019,t,x,X4,,Springer Link,,M. V. Koval’chukO. S. NaraikinE. B. Yatsishina,,https://link.springer.com/article/10.1134/S1019331619020102,Herald of the Russian Academy of Sciences
The Colony Predation Algorithm,10.1007/s42235-021-0050-y,2021,t,x,X4,,Springer Link,,Jiaze TuHuiling ChenMingjing WangAmir H. Gandomi,,https://link.springer.com/article/10.1007/s42235-021-0050-y,Journal of Bionic Engineering
Neue Möglichkeiten für die Servicerobotik durch KI,10.1007/978-3-662-58042-4_7,2019,t,x,X4,,Springer Link,,Steffen WischmannMarieke Rohde,,https://link.springer.com/chapter/10.1007/978-3-662-58042-4_7,Künstliche Intelligenz
27th Annual Computational Neuroscience Meeting (CNS*2018): Part One,10.1186/s12868-018-0452-x,2018,f,x,X4,"in no section something about „drone“ or uav,",Springer Link,,,,https://link.springer.com/article/10.1186/s12868-018-0452-x,BMC Neuroscience
Polylateral Diplomacy: Diplomacy as Public–Private Collaboration,10.1007/978-3-030-00530-6_5,2019,t,x,X4,,Springer Link,,Yolanda Kemp Spies,,https://link.springer.com/chapter/10.1007/978-3-030-00530-6_5,Global South Perspectives on Diplomacy
"Image Based Techniques for Crack Detection, Classification and Quantification in Asphalt Pavement: A Review",10.1007/s11831-016-9194-z,2016,t,x,X4,,Springer Link,,H. ZakeriFereidoon Moghadas NejadAhmad Fahimifar,,https://link.springer.com/article/10.1007/s11831-016-9194-z,Archives of Computational Methods in Engineering
A neural network model for familiarity and context learning during honeybee foraging flights,10.1007/s00422-017-0732-z,2017,t,x,X4,,Springer Link,,Jurek MüllerMartin NawrotRandolf MenzelTim Landgraf,,https://link.springer.com/article/10.1007/s00422-017-0732-z,Biological Cybernetics
A scheme of GA acceleration based on domain generic IC,10.1007/s10586-018-2088-0,2018,t,x,X4,,Springer Link,,Mo ZhangYunzhou ZhangGang XieGang Zhang,,https://link.springer.com/article/10.1007/s10586-018-2088-0,Cluster Computing
Wide-Baseline Image Matching with Projective View Synthesis and Calibrated Geometric Verification,10.1007/s41064-017-0012-5,2017,t,x,X4,,Springer Link,,Lukas RothAndreas KuhnHelmut Mayer,,https://link.springer.com/article/10.1007/s41064-017-0012-5,"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science"
A survey of neural network accelerators,10.1007/s11704-016-6159-1,2017,t,x,X4,,Springer Link,,Zhen LiYuqing WangTian ZhiTianshi Chen,,https://link.springer.com/article/10.1007/s11704-016-6159-1,Frontiers of Computer Science
"Leadership, Growth, and the Future",10.1007/978-3-030-02348-5_5,2019,t,x,X4,,Springer Link,,Andrea TaylorFelix SantiagoJosephine HauerRilla HynesBethany K. Mickahail,,https://link.springer.com/chapter/10.1007/978-3-030-02348-5_5,Effective and Creative Leadership in Diverse Workforces
Online Multi-object Tracking-by-Clustering for Intelligent Transportation System with Neuromorphic Vision Sensor,10.1007/978-3-319-67190-1_11,2017,t,x,X4,,Springer Link,,Gereon HinzGuang ChenMuhammad AafaqueFlorian RöhrbeinJörg ConradtZhenshan BingZhongnan QuWalter StecheleAlois Knoll,,https://link.springer.com/chapter/10.1007/978-3-319-67190-1_11,KI 2017: Advances in Artificial Intelligence
Frontiers in Best Matching,10.1007/978-3-319-46070-3_8,2017,t,x,X4,,Springer Link,,Mohsen MoghaddamShimon Y. Nof,,https://link.springer.com/chapter/10.1007/978-3-319-46070-3_8,Best Matching Theory & Applications
26th Annual Computational Neuroscience Meeting (CNS*2017): Part 3,10.1186/s12868-017-0372-1,2017,t,x,X4,,Springer Link,,Adam J. H. NewtonAlexandra H. SeidensteinRobert A. McDougalAlberto Pérez-CerveraGemma HuguetTere M-SearaCaroline HaimerlDavid Angulo-GarciaAlessandro TorciniRosa CossartArnaud MalvacheKaoutar SkikerMounir MaoueneGianmarco RagognettiLetizia LorussoAndrea ViggianoAngelo MarcelliRosa SenatoreAntonio ParzialeS. StramagliaM. PellicoroL. AngeliniE. AmicoH. AertsJ. CortésS. LaureysD. MarinazzoS. StramagliaI. BassezL. FaesHannes AlmgrenAdeel RaziFrederik Van de SteenRuth KrebsHannelore AertsLida KanariPawel DlotkoMartina ScolamieroRan LeviJulian ShillcockChristiaan P.J. de KockKathryn HessHenry MarkramCheng LyGary MarsatTom GillespieMalin SandströmMathew AbramsJeffrey S. GretheMaryann MartoneRobin De GernierSergio SolinasChristian RössertMarc HaeltermanSerge MassarValentina PasqualeVito Paolo PastoreSergio MartinoiaPaolo MassobrioCristiano CaponeNúria Tort-ColetMaria V. Sanchez-VivesMaurizio MattiaAli AlmasiShaun L. ClohertyDavid B. GraydenYan T. WongMichael R. IbbotsonHamish MeffinLuke Y. PrinceKrasimira Tsaneva-AtanasovaJack R. MellorAlberto MazzoniManuela RosaJacopo CarpanetoLuigi M. RomitoAlberto PrioriSilvestro MiceraRosanna MiglioreCarmen Alina LupascuFrancesco FranchinaLuca Leonardo BolognaArmando RomaniSára SarayWerner Van GeitSzabolcs KáliAlex ThomsonAudrey MercerSigrun LangeJoanne FalckEilif MullerFelix SchürmannDmitrii TodorovRobert CappsWilliam BarnettYaroslav MolkovFederico DevalleDiego PazóErnest MontbrióGabriela MocholHabiba AzabBenjamin Y. HaydenRubén Moreno-BotePragathi Priyadharsini BalasubramaniSrinivasa V. ChakravarthyVignayanandam R. MuddapuMedorian D. GheorghiuBartul MimicaJonathan WithlockRaul C. MureșanJennifer L. ZickKelsey SchultzRachael K. BlackmanMatthew V. ChafeeTheoden I. NetoffNicholas RobertsVivek NagarajAndrew LamperskiTheoden I. NetoffLogan L. GradoMatthew D. JohnsonDavid P. DarrowDavide LonardoniHayder AminStefano Di MarcoAlessandro MaccioneLuca BerdondiniThierry NieusMarcel StimbergDan F. M. GoodmanThomas NowotnyVeronika KorenValentin DragoiKlaus ObermayerSamy CastroMariano FernandezWael El-DeredyKesheng XuJean Paul MaidanaPatricio OrioWeiliang ChenIain HepburnFrancesco CasalegnoAdrien DevresseAleksandr OvcharenkoFernando PereiraFabien DelalondreErik De SchutterPeter BratbyAndrew R. GallimoreGuido KlingbeilCriseida ZamoraYunliang ZangPatrick CrottyEric PalmerducaAlberto AntoniettiClaudia CasellatoCsaba EröEgidio D’AngeloMarc-Oliver GewaltigAlessandra PedrocchiIlja BytschokDominik DoldJohannes SchemmelKarlheinz MeierMihai A. PetroviciHui-An ShenSimone Carlo SuraceJean-Pascal PfisterBaptiste LefebvreOlivier MarrePierre YgerAthanasia PapoutsiJiyoung ParkRyan AshStelios SmirnakisPanayiota PoiraziRichard A. FelixAlexander G. DimitrovChristine PortforsSilvia DaunTibor I. TothJoanna Jędrzejewska-SzmekNadine KabbaniKim T. BlackwelBahar MoezziNatalie SchaworonkowLukas PlogmacherMitchell R. GoldsworthyBrenton HordacreMark D. McDonnellNicolangelo IannellaMichael C. RiddingJochen TrieschReinoud MaexKaren SafaryanVolker SteuberRongxiang TangYi-Yuan TangDarya V. VerveykoAlexey R. BrazheAndrey Yu VerisokinDmitry E. PostnovCengiz GünayGabriella PanuccioMichele GiuglianoAstrid A. PrinzPablo VaronaMikhail I. RabinovichJack DenhamThomas RannerNetta CohenMaria RevaNelson RebolaTekla KirizsZoltan NusserDavid DiGregorioEirini MavritsakiPanos RentzelasNikul H. UkaniAdam TomkinsChung-Heng YehWesley BruningAllison L. FenichelYiyin ZhouYu-Chi HuangDorian FlorescuCarlos Luna OrtizPaul RichmondChung-Chuan LoDaniel CocaAnn-Shyn ChiangAurel A. LazarBahar MoezziJennifer L. CreaserCongping LinPeter AshwinJonathan T. BrownThomas RidlerDaniel LevensteinBrendon O. WatsonGyörgy BuzsákiJohn RinzelRodica CurtuAnh NguyenSahand AssadzadehPeter A. RobinsonPaula Sanz-LeonCaroline G. ForlimLírio O. B. de AlmeidaReynaldo D. PintoFrancisco B. RodríguezÁngel LareoCaroline Garcia ForlimFrancisco B. RodríguezAaron MonteroThiago MosqueiroRamon HuertaFrancisco B. RodriguezVinicio ChangoluisaFrancisco B. RodriguezVinícius L. CordeiroCésar C. CeballosNilton L. KamijiAntonio C. RoqueWilliam W. LyttonAndrew KnoxJoshua J. C. RosenthalSilvia DaunSvitlana PopovychLiqing LiuBin A. WangTibor I. TóthChristian GrefkesGereon R. FinkNils RosjatAbraham Perez-TrujilloAndres EspinalMarco A. Sotelo-FigueroaIvan Cruz-AcevesHoracio Rostro-GonzalezMartin ZapotockyMartina HoskovcováJana KopeckáOlga UlmanováEvžen RůžičkaMatthias GärtnerSevil DuvarciJochen RoeperGaby SchneiderStefan AlbertKatharina SchmackMichiel RemmeSusanne SchreiberMichele MiglioreCarmen A. LupascuLuca L. BolognaStefano M. AntonelJean-Denis CourcolFelix SchürmannSami Utku ÇelikokEva M. Navarro-LópezNeslihan Serap ŞengörRahmi ElibolNeslihan Serap SengorMustafa Yasir ÖzdemirTianyi LiAngelo ArleoDenis SheynikhovichAkihiro NakamuraMasanori ShimonoYoungjo SongSol ParkIlhwan ChoiJaeseung JeongHee-sup ShinSadra SadehPadraig GleesonR. Angus SilverAlexandra Pierri ChatzikalymniouFrances K. SkinnerLazaro M. Sanchez-RodriguezRoberto C. SoteroLoreen HertägOwen MackwoodHenning SprekelerSteffen PuhlmannSimon N. WeberDavid HigginsLaura B. NaumannSimon N. WeberRamakrisnan IyerStefan MihalasValentina TiccinelliTomislav StankovskiPeter V. E. McClintockAneta StefanovskaPredrag JanjićDimitar SolevGerald SeifertLjupčo KocarevChristian SteinhäuserMehrdad SalmasiStefan GlasauerMartin StemmlerDanke ZhangChi ZhangArmen StepanyantsJulia GoncharenkoLieke KrosNeil DaveyChris de ZeeuwFreek HoebeekAnkur SinhaRoderick AdamsMichael SchmukerMaria PsarrouMaria SchilstraBenjamin Torben-NielsenChristoph MetznerAchim SchweikardTuomo Mäki-MarttunenBartosz ZurowskiDaniele MarinazzoLuca FaesSebastiano StramagliaHenry O. C. JordanSimon M. StringerElżbieta Gajewska-DendekPiotr SuffczyńskiNicoladie TamGeorge ZouridakisLuca PolloniniYi-Yuan TangMojtaba Madadi AslAlireza ValizadehPeter A. TassAndreas NoldWei FanSara KonradHeiko EndleJohannes VogtTatjana TchumatchenkoJuliane HerpichChristian TetzlaffJannik LuboeinskiTimo NachstedtManuel CibaAndreas BahmerChristiane ThielemannEric S. KueblerJoseph S. TauskelaJean-Philippe ThiviergeRembrandt BakkerMaría García-AmadoMarian EvangelioFrancisco ClascáPaul TiesingaChristopher L. BuckleyTaro ToyoizumiAlexis M. DubreuilRémi MonassonAlessandro TrevesDavide SpallaSophie RosayFlorence I. KlebergWilly WongBruno de Oliveira FlorianoToshihiko MatsuoTetsuya UchidaDomenica DibenedettoKâmil UludağAbdorreza GoodarzinickMaximilian SchmidtClaus C. HilgetagMarkus DiesmannSacha J. van AlbadaMichael FauthMark van RossumManuel Reyes-SánchezRodrigo AmaducciCarlos MuñizPablo VaronaIrene ElicesDavid ArroyoRafael LeviBen CohenCarson ChowShashaank VattikutiElena BertolottiRaffaella BurioniMatteo di VoloAlessandro VezzaniBayar MenzatTim P. VogelsNobuhiko WagatsumaSusmita SahaReena KapoorRobert KerrJohn WagnerLuis C. Garcia del MolinoGuangyu Robert YangJorge F. MejiasXiao-Jing WangHanbing SongJoseph GoodliffeJennifer LuebkeChristina M. WeaverJohn ThomasNishant SinhaNikhita ShajuTomasz MaszczykJing JinSydney S. CashJustin DauwelsM. Brandon WestoverMaryam KarimianMichelle MoerelPeter De WeerdThomas BurwickRonald L. WestraRomesh AbeysuriyaJonathan HadidaStamatios SotiropoulosSaad JbabdiMark WoolrichChama BensmailBorys WrobelXiaolong ZhouZilong JiXiao LiuYan XiaSi WuXiao WangMingsha ZhangSi WuNetanel OferOrit ShefiGur YaariTed CarnevaleAmit MajumdarSubhashini SivagnanamKenneth YoshimotoElena Y. SmirnovaDmitry V. AmakhinSergey L. MalkinAleksey V. ZaitsevAnton V. ChizhovMargarita ZaleshinaAlexander ZaleshinVictor J. BarrancaGeorge ZhuQuinton M. SkillingDaniel MaruyamaNicolette OgnjanovskiSara J. AtonMichal ZochowskiJiaxing WuSara AtonScott RichVictoria BoothMaral BudakSalvador Dura-BernalSamuel A. NeymotinBenjamin A. SuterGordon M. G. ShepherdMelvin A. Felton Jr.Alfred B. YuDavid L. BootheKelvin S. OiePiotr J. FranaszczukSergey A. ShuvaevBatuhan BaşerdemAnthony ZadorAlexei A. KoulakovVíctor J. López-MadronaErnesto PeredaClaudio R. MirassoSantiago CanalsStefano MasoliUdaya B. RongalaAlberto MazzoniAnton SpanneHenrik JorntellCalogero M. OddoAlexander V. VartanovAnastasia K. NeklyudovaStanislav A. KozlovskiyAndrey A. KiselnikovJulia A. MarakshinaMaria TeleńczukBartosz TeleńczukAlain DestexhePaula T. KuokkanenAnna KraemerThomas McColganCatherine E. CarrRichard Kempter,,https://link.springer.com/article/10.1186/s12868-017-0372-1,BMC Neuroscience
An Approach to Domain Generic IC with Acceleration of Multi-island GA,10.1007/s11277-018-5446-6,2018,t,x,X4,,Springer Link,,Mo ZhangYunzhou ZhangGang XieGang Zhang,,https://link.springer.com/article/10.1007/s11277-018-5446-6,Wireless Personal Communications
AmbISPDM,10.1007/s10489-017-1030-0,2017,t,x,X4,,Springer Link,,George HatzivasilisIoannis PapaefstathiouDimitris PlexousakisCharalampos ManifavasNikos Papadakis,,https://link.springer.com/article/10.1007/s10489-017-1030-0,Applied Intelligence
The cascading neural network: building the Internet of Smart Things,10.1007/s10115-017-1029-1,2017,t,x,X4,,Springer Link,,Sam LerouxSteven BohezElias De ConinckTim VerbelenBert VankeirsbilckPieter SimoensBart Dhoedt,,https://link.springer.com/article/10.1007/s10115-017-1029-1,Knowledge and Information Systems
Memristors in Unconventional Computing: How a Biomimetic Circuit Element Can be Used to Do Bioinspired Computation,10.1007/978-3-319-33921-4_19,2017,t,x,X4,,Springer Link,,Ella Gale,,https://link.springer.com/chapter/10.1007/978-3-319-33921-4_19,Advances in Unconventional Computing
"Science, technology and the future of small autonomous drones",10.1038/nature14542,2015,t,x,X4,,Springer Link,,Dario FloreanoRobert J. Wood,,https://link.springer.com/article/10.1038/nature14542,Nature
Using Enhanced Patent Data for Future-Oriented Technology Analysis,10.1007/978-3-319-39056-7_7,2016,t,x,X4,,Springer Link,,Christopher L. BensonChristopher L. Magee,,https://link.springer.com/chapter/10.1007/978-3-319-39056-7_7,Anticipating Future Innovation Pathways Through Large Data Analysis
Neural Net to Neuronal Network Memristor Interconnects,10.1007/978-3-319-16844-9_8,2015,t,x,X4,,Springer Link,,Ella GaleAttya IqbalJeffrey DaveyDeborah Gater,,https://link.springer.com/chapter/10.1007/978-3-319-16844-9_8,"Computational Intelligence, Medicine and Biology"
Neuroscience Advances and Future Warfare,10.1007/978-94-007-4707-4_139,2015,t,x,X4,,Springer Link,,Malcolm Dando,,https://link.springer.com/rwe/10.1007/978-94-007-4707-4_139,Handbook of Neuroethics
UAV Horizon Tracking Using Memristors and Cellular Automata Visual Processing,10.1007/978-3-662-43645-5_9,2014,a,x,"X1,X4","uav horizon tracking/detection, not UAV detection",Springer Link,,Ioannis GeorgilasElla GaleAndrew AdamatzkyChris Melhuish,,https://link.springer.com/chapter/10.1007/978-3-662-43645-5_9,Towards Autonomous Robotic Systems
Analysis of <i>Dahlia Mosaic Virus</i> Full-length Transcript Promoter-Driven Gene Expression in Transgenic Plants,10.1007/s11105-014-0738-9,2014,t,x,X4,,Springer Link,,Dipak Kumar SahooShayan SarkarSumita RahaNarayan Chandra DasJoydeep BanerjeeNrisingha DeyIndu B. Maiti,,https://link.springer.com/article/10.1007/s11105-014-0738-9,Plant Molecular Biology Reporter
Digital Consciousness,10.1007/978-3-642-28102-0_14,2012,t,x,X4,,Springer Link,,Ian Watson,,https://link.springer.com/chapter/10.1007/978-3-642-28102-0_14,The Universal Machine
Introduction to Cloud Connectivity,10.1007/978-1-4419-7545-4_1,2011,t,x,X4,,Springer Link,,Lambert SpaanenburgHendrik Spaanenburg,,https://link.springer.com/chapter/10.1007/978-1-4419-7545-4_1,Cloud Connectivity and Embedded Sensory Systems
The Sherrington-Kirkpatrick Model,10.1007/978-3-642-15202-3_1,2011,t,x,X4,,Springer Link,,Michel Talagrand,,https://link.springer.com/chapter/10.1007/978-3-642-15202-3_1,Mean Field Models for Spin Glasses
Extension of <i>Drosophila melanogaster</i> life span with a GPCR peptide inhibitor,10.1038/nchembio.2007.2,2007,t,x,X4,,Springer Link,,William W JaAnthony P West JrSilvia L DelkerPamela J BjorkmanSeymour BenzerRichard W Roberts,,https://link.springer.com/article/10.1038/nchembio.2007.2,Nature Chemical Biology
Basics of Reconfigurable Computing,10.1007/978-1-4020-5869-1_20,2007,t,x,X4,,Springer Link,,Reiner HartensteinTu Kaiserslautern,,https://link.springer.com/chapter/10.1007/978-1-4020-5869-1_20,Designing Embedded Processors
Development of the Drosophila and C. Elegans Neuromuscular Junctions,10.1007/978-0-387-32562-0_4,2006,t,x,X4,,Springer Link,,Heather Van EppsYishi Jin,,https://link.springer.com/chapter/10.1007/978-0-387-32562-0_4,Molecular Mechanisms of Synaptogenesis
"
              <i>PDC2</i>, a yeast gene essential for synthesis of pyruvate decarboxylase, encodes a novel transcription factor",10.1007/BF02927930,1994,t,x,X4,,Springer Link,,V. RaghuramZ. LoboP. K. Maitra,,https://link.springer.com/article/10.1007/BF02927930,Journal of Genetics
Hadron Production in Relativistic Heavy Ion Interactions and the Search for the Quark—Gluon Plasma,10.1007/978-3-642-75289-6_2,1990,t,x,X4,,Springer Link,,M. J. Tannenbaum,,https://link.springer.com/chapter/10.1007/978-3-642-75289-6_2,Quark—Gluon Plasma
Actinide solids 5f dependence of physical properties,10.1007/3-540-13752-1_1,1985,t,x,X4,,Springer Link,,J. M. FournierL. Manes,,https://link.springer.com/chapter/10.1007/3-540-13752-1_1,Actinides — Chemistry and Physical Properties
